ID,Region,VISN,AdminParent,StationNumber,MHClinicPhone,MHPhone,Extension,OfficialStationName,POC Email,Status,Modified,Created,AddedToOutbox
744,4,V19,660,660GJ,8014175734,801-417-5734,NULL,Western Salt Lake VA Clinic,mark.manley@va.gov,UPDATE DUE,2019-09-07 20:05:24.000,2016-10-21 15:33:10.000,2019-09-20 13:00:21.273
745,5,V20,687,687GB,5095255200,509-525-5200,26975,Lewiston VA Clinic,bobi.goodson@va.gov,UPDATED,2019-09-02 17:50:18.000,2016-10-21 15:38:38.000,2019-09-20 13:00:21.273
746,5,V20,687,687GA,5095255200,509-525-5200,26975,Richland VA Clinic,bobi.goodson@va.gov,UPDATED,2019-09-09 17:50:35.000,2016-10-21 15:39:39.000,2019-09-20 13:00:21.273
747,5,V20,687,687GC,5095255200,509-525-5200,26975,La Grande VA Clinic,bobi.goodson@va.gov,UPDATED,2019-09-16 17:51:55.000,2016-10-21 15:41:46.000,2019-09-20 13:00:21.273
748,5,V20,687,687HA,5095255200,509-525-5200,26975,Yakima VA Clinic,bobi.goodson@va.gov,UPDATED,2019-09-16 17:51:55.000,2016-10-21 15:42:45.000,2019-09-20 13:00:21.273
749,5,V20,648,648GA,5032735187,503-273-5187,NULL,Bend VA Clinic,stephanie.jensen@va.gov,UPDATED,2019-09-15 02:55:55.000,2016-10-21 17:13:59.000,2019-09-20 13:00:21.273
750,5,V20,648,648A4,5032735187,503-273-5187,NULL,Portland VA Medical Center-Vancouver,stephanie.jensen@va.gov,UPDATED,2019-09-14 20:21:21.000,2016-10-21 17:15:00.000,2019-09-20 13:00:21.273
751,5,V20,648,648GB,5032735187,503-273-5187,NULL,Salem VA Clinic,stephanie.jensen@va.gov,UPDATED,2019-08-25 02:06:20.000,2016-10-21 17:15:57.000,2019-09-20 13:00:21.273
752,5,V20,648,648GD,5032735187,503-273-5187,NULL,North Coast VA Clinic,stephanie.jensen@va.gov,UPDATED,2019-09-15 02:52:37.000,2016-10-21 17:16:45.000,2019-09-20 13:00:21.273
753,5,V20,648,648GE,5032735187,503-273-5187,NULL,Fairview VA Clinic,stephanie.jensen@va.gov,UPDATED,2019-09-15 02:16:10.000,2016-10-21 17:17:27.000,2019-09-20 13:00:21.273
754,5,V20,648,648GF,5032735187,503-273-5187,NULL,Hillsboro VA Clinic,stephanie.jensen@va.gov,UPDATED,2019-09-15 02:51:52.000,2016-10-21 17:18:18.000,2019-09-20 13:00:21.273
755,5,V20,648,648GG,5032735187,503-273-5187,NULL,West Linn VA Clinic,stephanie.jensen@va.gov,UPDATED,2019-09-14 20:21:22.000,2016-10-21 17:18:58.000,2019-09-20 13:00:21.273
756,1,V01,650,650GA,4012737100,401-273-7100,1949,New Bedford VA Clinic,philip.dingmann@va.gov,UPDATED,2019-09-13 22:35:45.000,2016-10-24 06:17:12.000,2019-09-20 13:00:21.273
757,1,V01,650,650GB,4012737100,401-273-7100,1745,Hyannis VA Clinic,philip.dingmann@va.gov,UPDATED,2019-08-11 00:55:24.000,2016-10-24 06:18:19.000,2019-09-20 13:00:21.273
758,1,V01,650,650GD,4012737100,401-273-7100,1842,Middletown VA Clinic,philip.dingmann@va.gov,UPDATED,2019-09-13 22:16:46.000,2016-10-24 06:19:28.000,2019-09-20 13:00:21.273
759,1,V02,561,561BZ,9736761000,973-676-1000,1421,James J. Howard Veterans' Outpatient Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 21:24:22.000,2016-10-24 07:08:34.000,2019-09-20 13:00:21.273
760,1,V02,561,561GA,9736761000,973-676-1000,1421,Hamilton VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 21:52:52.000,2016-10-24 07:09:27.000,2019-09-20 13:00:21.273
761,1,V02,561,561GB,9736761000,973-676-1000,1421,Elizabeth VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 21:53:43.000,2016-10-24 07:10:18.000,2019-09-20 13:00:21.273
762,1,V02,561,561GD,9736761000,973-676-1000,1421,Hackensack VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 21:58:41.000,2016-10-24 07:10:58.000,2019-09-20 13:00:21.273
763,1,V02,561,561GE,9736761000,973-676-1000,1421,Jersey City VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 22:13:52.000,2016-10-24 07:11:35.000,2019-09-20 13:00:21.273
764,1,V02,561,561GF,9736761000,973-676-1000,1421,Piscataway VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 21:58:09.000,2016-10-24 07:12:27.000,2019-09-20 13:00:21.273
765,1,V02,561,561GH,9736761000,973-676-1000,1421,Morristown VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 21:58:25.000,2016-10-24 07:13:15.000,2019-09-20 13:00:21.273
766,1,V02,561,561GI,9736761000,973-676-1000,1421,Tinton Falls VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 22:18:12.000,2016-10-24 07:13:51.000,2019-09-20 13:00:21.273
767,1,V02,561,561GJ,9736761000,973-676-1000,1421,Paterson VA Clinic,emanuel.anderson@va.gov,PENDING POC,2018-07-27 21:52:47.000,2016-10-24 07:14:37.000,2019-09-20 13:00:21.273
768,1,V02,561,561A4,9736761000,973-676-1000,1421,Lyons VA Medical Center,emanuel.anderson@va.gov,PENDING POC,2019-08-04 01:00:57.000,2016-10-24 08:33:34.000,2019-09-20 13:00:21.273
769,1,V05,613,613GA,8008173807,800-817-3807,NULL,Cumberland VA Clinic,jason.carlisle@va.gov,UPDATED,2019-09-15 02:16:52.000,2016-10-24 09:58:45.000,2019-09-20 13:00:21.273
770,1,V05,613,613GB,8008173807,800-817-3807,NULL,Hagerstown VA Clinic,jason.carlisle@va.gov,UPDATED,2019-09-15 02:16:53.000,2016-10-24 09:59:51.000,2019-09-20 13:00:21.273
771,1,V05,613,613GC,8008173807,800-817-3807,NULL,Stephens City VA Clinic,jason.carlisle@va.gov,UPDATED,2019-09-08 02:16:13.000,2016-10-24 10:00:46.000,2019-09-20 13:00:21.273
772,1,V05,613,613GE,8008173807,800-817-3807,NULL,Petersburg VA Clinic,jason.carlisle@va.gov,UPDATED,2019-09-15 02:18:01.000,2016-10-24 10:01:37.000,2019-09-20 13:00:21.273
773,1,V05,613,613GF,8008173807,800-817-3807,NULL,Harrisonburg VA Clinic,jason.carlisle@va.gov,UPDATED,2019-09-15 02:15:56.000,2016-10-24 10:10:53.000,2019-09-20 13:00:21.273
774,1,V05,613,613GG,8008173807,800-817-3807,NULL,Fort Detrick VA Clinic,jason.carlisle@va.gov,UPDATED,2019-09-15 02:15:55.000,2016-10-24 10:11:31.000,2019-09-20 13:00:21.273
775,4,V19,436,436GB,4064476000,406-447-6000,NULL,Great Falls VA Clinic,gail.cox@va.gov,UPDATED,2019-09-15 02:52:03.000,2016-10-24 11:01:27.000,2019-09-20 13:00:21.273
776,4,V19,436,436GC,4064476000,406-447-6000,NULL,Missoula VA Clinic,gail.cox@va.gov,UPDATED,2019-09-15 02:51:57.000,2016-10-24 11:02:18.000,2019-09-20 13:00:21.273
777,4,V19,436,436GD,4064476000,406-447-6000,NULL,Bozeman VA Clinic,gail.cox@va.gov,UPDATED,2019-09-15 02:51:52.000,2016-10-24 11:03:11.000,2019-09-20 13:00:21.273
778,4,V19,436,436GF,4064476000,406-447-6000,NULL,Kalispell VA Clinic,gail.cox@va.gov,UPDATED,2019-09-15 02:33:59.000,2016-10-24 11:03:43.000,2019-09-20 13:00:21.273
779,4,V19,436,436GH,4064476000,406-447-6000,NULL,Billings VA Clinic,gail.cox@va.gov,UPDATED,2019-09-14 19:55:54.000,2016-10-24 11:04:14.000,2019-09-20 13:00:21.273
780,4,V19,436,436GK,4064476000,406-447-6000,NULL,Glendive VA Clinic,gail.cox@va.gov,UPDATED,2019-09-15 02:36:22.000,2016-10-24 11:04:39.000,2019-09-20 13:00:21.273
781,4,V19,436,436HC,4064476000,406-447-6000,NULL,Merril Lundman Department of Veterans Affairs Outpatient Clinic,gail.cox@va.gov,UPDATED,2019-09-15 02:52:47.000,2016-10-24 11:08:48.000,2019-09-20 13:00:21.273
782,3,V10,655,655GB,9894972500,989-497-2500,11959,Traverse City VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:21:07.000,2016-10-24 11:40:26.000,2019-09-20 13:00:21.273
783,3,V10,655,655GA,9894972500,989-497-2500,11959,Gaylord VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:21:32.000,2016-10-24 11:41:04.000,2019-09-20 13:00:21.273
784,3,V10,655,655GC,9894972500,989-497-2500,11959,Oscoda VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:22:25.000,2016-10-24 11:41:42.000,2019-09-20 13:00:21.273
785,3,V10,655,655GD,9894972500,989-497-2500,11959,Lieutenant Colonel Clement C. Van Wagoner Department of Veterans Affairs Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:21:28.000,2016-10-24 11:42:15.000,2019-09-20 13:00:21.273
786,3,V10,655,655GE,9894972500,989-497-2500,11959,Clare VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:21:06.000,2016-10-24 11:42:42.000,2019-09-20 13:00:21.273
787,3,V10,655,655GF,9894972500,989-497-2500,11959,Bad Axe VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:22:15.000,2016-10-24 11:43:12.000,2019-09-20 13:00:21.273
788,3,V10,655,655GG,9894972500,989-497-2500,11959,Cadillac VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:23:50.000,2016-10-24 11:43:42.000,2019-09-20 13:00:21.273
789,3,V10,655,655GH,9894972500,989-497-2500,11959,Cheboygan County VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:20:44.000,2016-10-24 11:44:08.000,2019-09-20 13:00:21.273
790,3,V10,655,655GI,9894972500,989-497-2500,11959,Grayling VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:23:51.000,2016-10-24 11:44:38.000,2019-09-20 13:00:21.273
791,3,V10,655,655QB,9894972500,989-497-2500,11959,Grand Traverse VA Clinic,nazzareno.liegghio@va.gov,UPDATE DUE,2019-09-18 17:20:45.000,2016-10-24 11:45:08.000,2019-09-20 13:00:21.273
792,1,V01,523,523A4,8573645647,857-364-5647,NULL,West Roxbury VA Medical Center,kristin.gregor@va.gov,UPDATED,2019-08-18 01:00:20.000,2016-10-24 13:24:56.000,2019-09-20 13:00:21.273
793,3,V15,657,657GF,8885578262,888-557-8262,NULL,West Plains VA Clinic,carrie.whiteley@va.gov,UPDATED,2019-09-14 19:21:13.000,2016-10-24 14:12:33.000,2019-09-20 13:00:21.273
794,3,V15,657,657GG,8885578262,888-557-8262,NULL,Paragould VA Clinic,carrie.whiteley@va.gov,UPDATED,2019-09-14 19:21:13.000,2016-10-24 14:13:31.000,2019-09-20 13:00:21.273
795,3,V15,657,657GH,8885578262,888-557-8262,NULL,Cape Girardeau VA Clinic,carrie.whiteley@va.gov,UPDATED,2019-09-15 02:26:07.000,2016-10-24 14:14:12.000,2019-09-20 13:00:21.273
796,3,V15,657,657GI,8885578262,888-557-8262,NULL,Farmington VA Clinic,carrie.whiteley@va.gov,UPDATED,2019-09-14 19:21:06.000,2016-10-24 14:14:59.000,2019-09-20 13:00:21.273
797,3,V15,657,657GV,8885578262,888-557-8262,NULL,Sikeston VA Clinic,carrie.whiteley@va.gov,UPDATED,2019-09-14 19:21:06.000,2016-10-24 14:16:00.000,2019-09-20 13:00:21.273
798,3,V15,589,589G8,5736350233,573-635-0233,NULL,Jefferson City VA Clinic,janice.driskill@va.gov,UPDATED,2019-09-14 19:21:05.000,2016-10-24 14:27:14.000,2019-09-20 13:00:21.273
799,3,V15,589,589GE,6606278387,660-627-8387,NULL,Kirksville VA Clinic,janice.driskill@va.gov,UPDATED,2019-09-14 19:21:06.000,2016-10-24 14:28:08.000,2019-09-20 13:00:21.273
800,3,V15,589,589JD,4174681963,417-468-1963,NULL,Marshfield VA Clinic,janice.driskill@va.gov,UPDATED,2019-09-19 18:15:25.000,2016-10-24 14:28:43.000,2019-09-20 13:00:21.273
801,3,V15,589,589GX,5735819630,573-581-9630,NULL,Mexico VA Clinic,janice.driskill@va.gov,UPDATED,2019-08-25 02:10:58.000,2016-10-24 14:29:22.000,2019-09-20 13:00:21.273
802,3,V15,589,589GH,5733027890,573-302-7890,NULL,Lake of the Ozarks VA Clinic,janice.driskill@va.gov,UPDATED,2019-09-19 18:15:23.000,2016-10-24 14:30:07.000,2019-09-20 13:00:21.273
803,3,V15,589,589JA,6608263800,660-826-3800,NULL,Sedalia VA Clinic,janice.driskill@va.gov,UPDATED,2019-09-19 18:20:53.000,2016-10-24 14:30:42.000,2019-09-20 13:00:21.273
804,3,V15,589,589GY,5732650448,573-265-0448,NULL,St. James VA Clinic,janice.driskill@va.gov,UPDATED,2019-09-19 18:20:53.000,2016-10-24 14:31:17.000,2019-09-20 13:00:21.273
805,3,V15,589,589GF,5737742285,573-774-2285,NULL,Fort Leonard Wood VA Clinic,janice.driskill@va.gov,UPDATED,2019-09-19 18:20:52.000,2016-10-24 14:31:58.000,2019-09-20 13:00:21.273
806,4,V16,629,629BY,5045072000,504-507-2000,65148,Baton Rouge VA Clinic,william.hill6@va.gov,UPDATED,2019-09-14 19:40:42.000,2016-10-24 15:01:52.000,2019-09-20 13:00:21.273
807,4,V16,629,629GA,5045072000,504-507-2000,65148,Houma VA Clinic,william.hill6@va.gov,UPDATED,2019-09-07 19:40:31.000,2016-10-24 15:03:15.000,2019-09-20 13:00:21.273
808,4,V16,629,629GB,5045072000,504-507-2000,65148,Hammond VA Clinic,william.hill6@va.gov,UPDATED,2019-09-14 19:40:41.000,2016-10-24 15:04:31.000,2019-09-20 13:00:21.273
809,4,V16,629,629GC,5045072000,504-507-2000,65148,Slidell VA Clinic,william.hill6@va.gov,UPDATED,2019-09-15 02:34:18.000,2016-10-24 15:05:49.000,2019-09-20 13:00:21.273
810,4,V16,629,629GD,5045072000,504-507-2000,65148,St. John VA Clinic,william.hill6@va.gov,UPDATED,2019-09-15 02:34:14.000,2016-10-24 15:06:47.000,2019-09-20 13:00:21.273
811,4,V16,629,629GE,5045072000,504-507-2000,65148,Franklin VA Clinic,william.hill6@va.gov,UPDATED,2019-09-08 02:35:27.000,2016-10-24 15:07:48.000,2019-09-20 13:00:21.273
812,4,V16,629,629GF,5045072000,504-507-2000,65148,Bogalusa VA Clinic,william.hill6@va.gov,UPDATED,2019-09-14 19:40:42.000,2016-10-24 15:08:46.000,2019-09-20 13:00:21.273
813,3,V15,657,657GJ,8124656202,812-465-6202,NULL,Evansville VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:22:05.000,2016-10-24 15:54:45.000,2019-09-20 13:00:21.273
814,3,V15,657,657GK,6182462910,618-246-2910,NULL,Mount Vernon VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:21:05.000,2016-10-24 15:58:18.000,2019-09-20 13:00:21.273
815,3,V15,657,657GL,2704448465,270-444-8465,NULL,Paducah VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:25:20.000,2016-10-24 15:59:05.000,2019-09-20 13:00:21.273
816,3,V15,657,657GM,2173477600,217-347-7600,NULL,Effingham VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:25:17.000,2016-10-24 15:59:57.000,2019-09-20 13:00:21.273
817,3,V15,657,657GP,2706845034,270-684-5034,NULL,Owensboro VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:21:13.000,2016-10-24 16:00:59.000,2019-09-20 13:00:21.273
818,3,V15,657,657GQ,8128820894,812-882-0894,NULL,Vincennes VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:22:05.000,2016-10-24 16:01:35.000,2019-09-20 13:00:21.273
819,3,V15,657,657GR,2702472455,270-247-2455,NULL,Mayfield VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:21:06.000,2016-10-24 16:02:12.000,2019-09-20 13:00:21.273
820,3,V15,657,657GT,6183511031,618-351-1031,NULL,Carbondale VA Clinic,dale.horaz@va.gov,UPDATED,2019-09-14 19:25:18.000,2016-10-24 16:02:51.000,2019-09-20 13:00:21.273
821,2,V09,614,614GA,9015238990,901-523-8990,7411,Tupelo VA Clinic,kaylyn.sickmeier@va.gov,UPDATED,2019-09-16 13:26:11.000,2016-10-24 16:38:55.000,2019-09-20 13:00:21.273
822,2,V09,614,614GB,9015238990,901-523-8990,7411,Jonesboro VA Clinic,kaylyn.sickmeier@va.gov,UPDATED,2019-09-13 22:35:45.000,2016-10-24 16:40:11.000,2019-09-20 13:00:21.273
823,2,V09,614,614GC,9015238990,901-523-8990,7411,Holly Springs VA Clinic,kaylyn.sickmeier@va.gov,UPDATED,2019-09-16 13:23:38.000,2016-10-24 16:41:02.000,2019-09-20 13:00:21.273
824,2,V09,614,614GD,9015238990,901-523-8990,7411,Savannah VA Clinic,kaylyn.sickmeier@va.gov,UPDATED,2019-09-13 22:16:53.000,2016-10-24 16:41:39.000,2019-09-20 13:00:21.273
825,2,V09,614,614GE,9012614500,901-261-4500,NULL,Covington VA Clinic,john.weaver4@va.gov,UPDATED,2019-09-15 02:09:41.000,2016-10-24 16:42:21.000,2019-09-20 13:00:21.273
826,2,V09,614,614GF,9015238990,901-523-8990,2900,Nonconnah Boulevard VA Clinic,john.weaver4@va.gov,UPDATE DUE,2019-09-15 02:21:00.000,2016-10-24 16:42:50.000,2019-09-20 13:00:21.273
827,2,V09,614,614GG,7316612750,731-661-2750,NULL,Jackson VA Clinic,john.weaver4@va.gov,UPDATED,2019-09-16 13:23:38.000,2016-10-24 16:43:29.000,2019-09-20 13:00:21.273
828,2,V09,614,614GI,9015238990,901-523-8990,7411,Dyersburg VA Clinic,kaylyn.sickmeier@va.gov,UPDATED,2019-09-16 13:23:38.000,2016-10-24 16:44:00.000,2019-09-20 13:00:21.273
829,2,V09,614,614GN,9015238990,901-523-8990,7411,Helena VA Clinic,kaylyn.sickmeier@va.gov,UPDATED,2019-09-13 22:35:45.000,2016-10-24 16:44:33.000,2019-09-20 13:00:21.273
830,4,V17,756,756GA,5755221241,575-522-1241,NULL,Las Cruces VA Clinic,rebecca.alvarado@va.gov,UPDATE DUE,2019-09-15 02:31:38.000,2016-10-24 16:48:43.000,2019-09-20 13:00:21.273
831,4,V17,756,756GB,9152172428,915-217-2428,NULL,El Paso Eastside VA Clinic,rebecca.alvarado@va.gov,UPDATE DUE,2019-09-15 02:31:40.000,2016-10-24 16:49:56.000,2019-09-20 13:00:21.273
832,1,V06,659,659,7046389000,704-638-9000,13450,W.G. (Bill) Hefner Salisbury Department of Veterans Affairs Medical Center,michael.martin55@va.gov,UPDATED,2019-09-18 14:41:11.000,2016-10-25 08:34:58.000,2019-09-20 13:00:21.273
833,1,V06,659,659BY,3365155000,336-515-5000,21255,Kernersville VA Clinic,michael.martin55@va.gov,UPDATED,2019-09-18 14:33:25.000,2016-10-25 08:36:31.000,2019-09-20 13:00:21.273
834,1,V06,659,659BZ,7043291300,704-329-1300,31300,South Charlotte VA Clinic,michael.martin55@va.gov,UPDATED,2019-09-18 14:41:11.000,2016-10-25 08:38:53.000,2019-09-20 13:00:21.273
835,1,V06,659,659GA,7046389000,704-638-9000,13450,North Charlotte VA Clinic,michael.martin55@va.gov,UPDATED,2019-09-15 02:15:56.000,2016-10-25 08:40:14.000,2019-09-20 13:00:21.273
836,1,V06,637,637,8282987911,828-298-7911,NULL,Charles George Department of Veterans Affairs Medical Center,timothy.bumbarger2@va.gov,UPDATED,2019-09-18 14:08:07.000,2016-10-25 08:49:18.000,2019-09-20 13:00:21.273
837,1,V06,637,637GA,8283691781,828-369-1781,3833,Franklin VA Clinic,kevin.kirby@va.gov,UPDATE DUE,2019-09-18 14:08:18.000,2016-10-25 09:00:09.000,2019-09-20 13:00:21.273
838,1,V06,637,637GB,8282882780,828-288-2780,6000,Rutherford County VA Clinic,deborah.pressley@va.gov,UPDATED,2019-09-18 14:08:08.000,2016-10-25 09:01:58.000,2019-09-20 13:00:21.273
839,1,V06,637,637GC,8284315600,828-431-5600,3522,Hickory VA Clinic,tammy.gleisinger@va.gov,UPDATED,2019-09-18 14:05:43.000,2016-10-25 09:03:13.000,2019-09-20 13:00:21.273
840,1,V06,658,658,5409822463,540-982-2463,2515,Salem VA Medical Center,ronda.rocchio@va.gov,UPDATED,2019-09-18 13:37:34.000,2016-10-25 09:12:34.000,2019-09-20 13:00:21.273
841,1,V06,658,658GB,4347917805,434-791-7805,1203,Danville VA Clinic,ronda.rocchio@va.gov,UPDATED,2019-09-18 13:39:30.000,2016-10-25 09:14:07.000,2019-09-20 13:00:21.273
842,1,V06,658,658GC,4343165000,434-316-5000,5610,Lynchburg VA Clinic,ronda.rocchio@va.gov,UPDATED,2019-09-18 13:39:17.000,2016-10-25 09:15:14.000,2019-09-20 13:00:21.273
843,1,V06,658,658GD,5408865777,540-886-5777,NULL,Staunton VA Clinic,ronda.rocchio@va.gov,UPDATED,2019-09-18 13:38:38.000,2016-10-25 09:16:26.000,2019-09-20 13:00:21.273
844,1,V06,658,658GE,2762235400,276-223-5400,NULL,Wytheville VA Clinic,ronda.rocchio@va.gov,UPDATED,2019-09-18 13:38:52.000,2016-10-25 09:17:34.000,2019-09-20 13:00:21.273
845,1,V06,558,558,9192860411,919-286-0411,5418,Durham VA Medical Center,cynthia.woods@va.gov,UPDATED,2019-09-01 02:11:09.000,2016-10-25 09:19:37.000,2019-09-20 13:00:21.273
846,1,V06,558,558GA,2528302149,252-830-2149,3220,Greenville VA Clinic,cynthia.woods@va.gov,UPDATED,2019-08-11 02:11:04.000,2016-10-25 09:20:57.000,2019-09-20 13:00:21.273
847,1,V06,558,558GB,9198996259,919-899-6259,131001,Raleigh VA Clinic,cynthia.woods@va.gov,UPDATED,2019-09-15 02:16:02.000,2016-10-25 09:22:33.000,2019-09-20 13:00:21.273
848,1,V06,558,558GC,2522402349,252-240-2349,3425,Morehead City VA Clinic,cynthia.woods@va.gov,UPDATED,2019-09-15 02:20:54.000,2016-10-25 09:23:42.000,2019-09-20 13:00:21.273
849,1,V05,581,581GA,3044296755,304-429-6755,2700,Prestonsburg VA Clinic,vhahunactionmh@va.gov,UPDATED,2019-09-15 02:16:12.000,2016-10-25 10:06:31.000,2019-09-20 13:00:21.273
850,1,V05,581,581GB,3044296755,304-429-6755,2700,Charleston VA Clinic,vhahunactionmh@va.gov,UPDATED,2019-08-25 02:11:09.000,2016-10-25 10:07:16.000,2019-09-20 13:00:21.273
851,1,V06,565,565,9104882120,910-488-2120,7909,Fayetteville VA Medical Center,william.castillo2@va.gov,UPDATE DUE,2019-09-15 02:16:48.000,2016-10-25 10:23:20.000,2019-09-20 13:00:21.273
852,1,V06,565,565GA,9103536406,910-353-6406,6808,Jacksonville VA Clinic,william.castillo2@va.gov,UPDATE DUE,2019-09-18 14:03:02.000,2016-10-25 10:29:42.000,2019-09-20 13:00:21.273
853,1,V06,565,565GC,9103435300,910-343-5300,3518,Wilmington VA Clinic,william.castillo2@va.gov,UPDATE DUE,2019-09-18 14:03:02.000,2016-10-25 10:30:44.000,2019-09-20 13:00:21.273
854,1,V06,565,565GD,9105823536,910-582-3536,227,Hamlet VA Clinic,william.castillo2@va.gov,UPDATE DUE,2019-09-18 14:03:02.000,2016-10-25 10:32:17.000,2019-09-20 13:00:21.273
855,1,V06,565,565GE,9102723220,910-272-3220,1004,Robeson County VA Clinic,william.castillo2@va.gov,UPDATE DUE,2019-09-18 14:03:02.000,2016-10-25 10:33:42.000,2019-09-20 13:00:21.273
